# Constructed from biom file																																													
#OTU ID	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d16_1	d16_2	d16_3	d16_4	d16_5	d16_6	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d4_1	d4_2	d4_3	d4_4	d4_5	d4_6	d8_1	d8_2	d8_3	d8_4	d8_5	d8_6	donor	food1	food2	m1	m2	m3	m4	m5	m6
30cb53ec58396fb7d69be0bf1f3caa9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	89	0	0	0	0	0	0
e96e5bd90b352f25aacab3f2185ec5bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	192	0	21	20	0
a5c9fcc7f3d50718dbd906e5ee5a3f5b	3	19	22	0	9	0	0	6	53	0	0	9	45	31	0	0	0	8	7	0	40	0	4	7	0	0	16	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
98ddca2e93daaa6dd5254999fa7925c1	27	2	23	1	10	19	14	6	7	0	22	7	53	10	8	0	2	8	3	13	14	0	16	10	18	0	0	0	12	11	0	10	0	0	8	9	0	0	0	0	0	0	0	0	0
0e6453d32e2e5bdadd7d8bdbc247a597	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	50	0	0	0	0	0	85	0	0	0	0	0	108	0	0	0	0	0	131	0	0	6	0	0	0	0	20	0	0	0
064e4e799b5b93add8ebed1ab8b20a25	0	0	0	9	7	0	0	0	0	7	33	0	3	24	0	0	22	24	0	25	0	11	118	0	0	0	0	18	6	0	0	6	0	28	0	0	47	0	0	3	3	0	0	0	0
1a4853aa3c41a7de59c7ac77cba498af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	80	32	21	9	50
0b2794dd5ed5cb51ab17349173b4898b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	28	56	69	0
a041be6c089f0be0d042ca2ee19ef5de	72	0	0	0	0	0	61	0	0	0	0	0	47	0	0	0	0	0	39	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0e96b379bc1d455f67262b7a6ebec843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	0	81	0	0	13	0	0	0	0	0	0	0	0
cbd0134ce8bf170c85e8a25bdb864627	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6d002e7fafafcd6935dd1c962718a410	0	0	0	0	37	0	0	0	0	0	11	0	0	0	0	0	0	15	74	0	0	0	106	0	83	0	0	0	0	0	0	19	0	0	7	0	0	0	0	0	0	0	0	0	0
b9d173fad299cd854763b3e6263e3f6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	76	55	43	0
918e1d0dfbe21c7a5109615d0763f161	0	0	0	74	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c754140d26292a05daf9d50ac8532d84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	55	78	0
20af1d5794ea3355ff6d27ce94c07ff4	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	70	0	0	0	0	0	205	0	0	0	154	0	5	0	0	0	0	0	0	0	0	0	0
a353d7a2d10daa5f321ba2d8feff67d0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	65	53	33	15	46
5ff64a7269ad2cdfd19ce2eb96063332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1fbc4777eb177719efcb2d4a6db7564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	72	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0
8bf7647b506623c2c8e0f675fda32323	0	0	0	149	0	0	0	0	0	44	0	0	0	0	0	9	0	0	0	0	0	63	0	0	0	0	0	49	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
667466c3b99da2a2d4a4eb1030344ba4	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	58	0	0	0	0	0	116	0	0	0	0	0	0	164	0	0	0	0	46	8	0	0	0	0	0	0	0	0	0	0
370ef2ef2984cd499859bf00f132ea77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	3	165	0	0	0	0	0	0	0	0	56	0	0	0	0	8	0	3	0
f60b8feb27a488692c18862375f931e3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	61	77	0
f8ebcdcbdfae3319f3cc2833d5a187bd	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0
aca6164cd8394d4aa1119d07133c803b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	78	78	0
1b427d7b97f3048116738c0413502b5d	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	72	0	10	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	0	19	0	0	12	12	37	27	34	0
6423780217e2041e6a83d1b83f8bded3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	32	49	45	0
e69c1a24f8f26622bae8ee206b44b0fc	0	42	0	0	30	0	0	36	0	0	42	0	0	11	11	0	0	0	0	27	0	0	16	0	0	0	0	0	21	0	0	0	28	0	11	0	0	0	0	0	0	0	0	0	0
a09375600a787141391a180947df736a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	73	63	0
e40259083cbbd84a4f63ec6400d90509	0	0	0	40	0	0	0	0	0	46	0	0	0	3	17	10	64	0	0	0	0	34	0	0	0	0	0	86	0	0	0	0	0	8	7	0	55	0	0	0	0	0	0	0	0
1353c685f23bb64b613f5c1f2d9483c7	78	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0
dde9b00da796dd712d41695f1b749636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d0afb36460321962fe1bf77b1b3a8b67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	94	29	60	0
f06128f65acc704eb75900a5fca8be96	0	30	0	0	0	0	0	89	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9f80d510aa0d7f1c30753df4f5c9080d	0	0	0	65	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	29	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2
679ccd6fb008a161dfa4b998f0e542f9	0	0	0	0	0	0	0	0	0	0	0	0	134	15	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0
85fc90bd0c53d1aaec337f97290ffb88	0	0	0	147	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	4	0
3d851aa2e72fd45427cb82589bf0d29f	0	0	0	62	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	65	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
0931957f6c01df8dd4cc8e2f7e73c3be	26	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
db8da820924d83717d8f163a4b347257	0	0	27	0	0	0	0	0	38	0	58	0	0	0	0	0	69	0	0	0	0	0	31	0	0	0	0	0	59	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
3f42d098dc1674d9cc8adeb6e0cdb0a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	9	5	0
ae0aa3f3382c07a3f0d9a80f5ddb0595	0	0	0	2	0	0	0	0	0	3	0	0	14	0	50	0	156	0	1	0	0	12	0	0	0	0	0	2	25	0	0	0	3	0	13	0	39	0	0	0	0	0	0	0	0
115f7393f3392e89f8b150995e775220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	94	0	0	0	63
6df9263d7101489547159709d4f6e7f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	61	0	0	40	0	0	0	0	0	0	0	0
513371b91c478d2ef2388f589ec795a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	48	17	46	54	0
15a25a821cfc6d2d379016b4ae0eca34	0	0	0	62	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
55130f6374d052475cfb825b85382bc9	0	0	0	0	244	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
2a1d7f218767230cde374a5dd662ddda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	45	34	27	20
2d73c767f131423d4972cb7cb9c98f43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	18	85	44	20
900dc701eb05af9f45207448046b477f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	43	0	0	53	0	0	0	0	0	0	0	3
e59125abcadd6c86e0491511f06c513e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	153	0	0	0	0	0	0
a97bf64adef277d3bef505dd10c0b33f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	34	30	20
9372e3745c41c983c7f977c3541f262d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	42	45	26	20
579643d725e14f463b8e79ecdd55ac57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	25	50	60	20
e979cbbb9581b28a06b18ed53a1f6f99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	198	0	0	15	0	0	0	0	0	0	0	0
e03bea2858dba0ff10a23af399294b61	0	0	0	48	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	22	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0
4f924584367f6182b80db21a665db285	0	0	0	0	0	0	0	0	0	0	4	0	155	0	0	0	24	0	0	0	0	0	132	0	0	0	0	0	28	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
e21744498d956748bc61a76037d6ad97	0	0	23	0	0	0	0	0	39	0	53	0	0	0	0	0	55	0	0	0	0	0	29	0	0	0	0	0	66	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
a6264f6ef659fdb2d73c21606a6d9662	0	0	0	74	0	0	0	0	0	17	0	0	27	0	0	69	0	1	0	0	0	24	0	0	0	0	0	32	0	0	0	0	12	56	0	0	50	0	0	0	0	0	0	0	0
1297e98181cc55b7a85fc8e1d22d23ad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	11	40	82	0
cea8ba3a1892610680da22d01b3cb7a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	10	0	0	0	12	0	75	0	0	0	190	0	59	0	0	0	0	0	0	0	0	0	0
edb0b6d094b8696627e4c82c40852485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	78	38	2
22749528a073326653992091d668eb90	0	71	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0cc5283accc0f7340e327bdf27f11d85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	103	16	31	0
d44345be264024d8548dcc188e871bf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	58	59	0
d53dd7d614ba5add18f551eadd308e2c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0
6d4da16bcdab9d376db056825e174b98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	59	21	8	12	47
b1948b50bfe1e8aeddb4c0cff6448965	0	0	0	152	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	118	0	0	13	0	0	0	0	0	0	0	0
95adb945a8048ba86df6057243c9b751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	226	0	0	10	0	0	0	0	0	0	0	0
3e78bf81dad89d510b0f8c441bd12949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	189	0	0	9	0	0	0	0	0	0	0	0
8ed78794e6dba57d411b94f19b8cbe6d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	16	23	0
d5814390948b9242e66519b0679cff6b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	56	70	0
bb8c5f12349e199f0310d02c7f70d645	0	0	20	0	0	0	0	0	36	0	0	0	0	0	0	0	0	34	0	0	59	0	0	0	0	0	82	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c900abaf4f9f10fe9757c19cfee82ceb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	61	58	0
9397e2e208e9f870959bcbdc5cd515a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	5	0
567a6f09709f7d1d2ac4d5a126cb87d8	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	3	3	0	0	0	0
cb587621e25ffe341543519ce40fa43a	0	0	0	16	0	0	0	0	0	17	0	0	0	0	0	68	0	0	0	0	0	20	0	0	0	0	0	13	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0
bc4ec1171b280cc620bdd8c924a624b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	55	64	0
659638cea530e71e5ef2712193fdee67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	102	0	0	0	0	0	0
d5164fc633e6f93afd7b6cdc2aef9ce9	0	0	2	0	82	0	0	0	0	0	101	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	57	12	0	0	0	0	0	0	0	0	0	0	2	0
6b77c643601704bd9be911701faf97b6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	87	0	0	27	65
cd6f4b91b432a921e3cbc62222af357c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	222	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
794943a09d4858f95df0b31d2a683ded	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	51	0
59566c0a14fdbcff34a435715d15eed5	0	0	0	0	2	0	0	0	0	0	0	0	6	0	7	0	34	2	0	0	0	0	48	0	0	0	0	0	0	0	0	0	101	0	98	0	0	0	0	0	0	0	0	0	0
a69e0468846d0d8bbaa6ae0f77b6f874	0	0	0	181	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82d545c211bfc3fdd087715ea95e76d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	66	0
1fac83c313feb7f93978efb73160f781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	16	58	46	0
371070a8d6ef882ab5481330485aa67f	0	0	0	50	0	0	0	0	0	91	0	0	0	0	0	13	0	0	0	0	0	101	0	0	0	0	0	14	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
c1c979d3cfda88dc24804eea941451ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	55	52	0
153f1591fd95c5e60e75e90eab9a985b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	65	22	12	0
127fc6c6c496e0605f97c0088b9e16a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	34	57	0
e65a24cb14de4097be5439050414308c	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	94	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0
87497a8c7e5efb2907b5a1092024bf19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	49	43	0
fd4b414d9d52aa147a97d8c4416644a9	0	0	0	27	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	186	0	0	18	0	0	0	0	0	0	0	0
e7cf0f1b0f41fcef91205d74ce8f50b2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0
b4f34da3435a9dbcfe8e41488fbe706e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	29	37	0
ec201660138a8160196420c8ed46cf34	0	0	0	50	0	0	0	0	0	22	0	0	0	0	0	118	0	0	0	0	0	15	0	0	0	0	0	44	0	0	0	0	0	32	0	0	60	0	0	0	0	0	0	0	0
88004fe0c1e8c57e724b13cafe5d85f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	8	55	33	0
c6c66dbcce582feecbc5ce353b87c0e2	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	28	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0
bb5f984f04b2df589dbab9cab1f95a5d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	175	0	0	21	0	0	0	0	0	0	0	0
0cba005380743e005c5610b3a3dd9903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	171	0	0	8	0	0	0	0	0	0	0	0
4956993a4e5c0b144664bb21b0428bb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	101	0	0	0	0	0	0
ba95d0a14fc3a6a6ae5058b4c66c6b7d	0	0	0	20	0	0	0	0	0	8	0	0	0	37	0	0	0	0	0	0	0	5	0	0	0	0	0	72	0	0	0	0	64	40	0	0	0	0	0	0	0	2	0	0	0
fe89dec797fbbd9f22c911a336b82bcb	0	0	0	15	0	0	0	0	0	28	0	0	8	0	0	0	0	0	0	0	0	17	0	0	0	0	0	48	0	0	0	0	22	34	0	0	87	0	0	0	0	0	0	0	0
8df5f89d85e0bbed802d2bc0f748f2bf	0	71	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650599f90c385ec1388e2d80f5c3dd00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	61	0	0	0	0	0	98
f908f15562035b59634c8b376485b66d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	10	0
25efb145f0cf0d26781e30807050d5ed	0	25	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	80	56	0	0	0	0	0	0	0	0	0	0	0	0
6c88fb7d452276354e6069b4b906f92e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	24	31	0
1a49ac60eba2d9e3059f63c1aee42949	0	0	0	33	0	0	0	0	0	66	0	0	0	0	0	23	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	8	0
889fddb463af5611cb5f4c5ec45e44a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	121	0	0	8	22
a24e4e5c4eb6b4bdac9d4c9cb4ee6567	5	23	0	0	0	0	10	49	0	0	0	10	0	0	0	0	0	0	0	29	15	0	0	6	0	0	0	0	9	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
abc05337957359b54da42b88ea2640a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	42	0	16	0	41
419366cec6373b3eca2970b3f76575cd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	24	39	0
723e18aa002ce44213300a25ecc816e1	0	0	0	23	0	0	0	0	0	71	0	0	0	0	0	19	0	0	0	0	0	83	0	0	0	0	0	35	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
8bd558d3546fade5c30e93482aaa1a86	0	0	0	52	0	0	0	0	0	43	0	0	6	0	0	0	0	0	0	0	0	85	0	0	0	0	0	2	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0
07c9606fc4f39136f831f53b09cef04e	0	0	0	66	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	27	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
4061d98f846fdf274e5babf91f43150e	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
629d99354c3453cd2a1fa43278438d92	0	0	10	0	6	0	0	3	18	0	37	0	6	14	10	0	15	19	0	24	0	0	32	0	0	0	15	0	30	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
7a9d94653a244e1245f5b877d01e4d53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	35	45	0
4009e2bde6972aa6d770404bf05463a2	0	0	3	0	0	0	0	0	64	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
66634b9d8ebc188178c68cf019420751	0	0	0	0	0	0	0	67	0	0	0	0	58	0	0	0	8	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
c97c840d504fcb1cdbc0b9e7e9301228	0	0	0	73	0	0	0	0	0	132	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
